task,query_id,corpus_id,pident,evalue,bitscore
arch,C5A4H7,Q2LXR3,36.842,2.7,27.3
arch,C5A4H7,A8YW85,27.273,2.8,27.7
arch,C5A4H7,Q93NE2,36.842,5.0,26.9
arch,C5A4H7,A5IRV6,34.211,5.9,26.9
arch,C5A4H7,A2BZD8,40.741,6.1,26.6
arch,C5A4H7,Q98QL4,20.29,7.6,26.6
arch,C5A4H7,A2BZA6,30.769,8.1,26.6
arch,C5A4H7,Q04EU0,27.692,8.4,26.2
arch,C5A4H7,Q8NQV0,29.63,9.3,26.2
arch,C5A4R5,Q1AVG0,49.184,1.88e-119,353.0
arch,C5A4R5,C0QVL9,20.69,0.49,30.4
arch,C5A4R5,B8G2M3,38.182,0.96,29.6
arch,C5A4R5,B8IBW1,32.308,1.6,28.5
arch,C5A4R5,Q8FUC8,30.159,2.4,28.1
arch,C5A4R5,Q7VK64,41.463,3.6,27.7
arch,C5A4R5,A0M7A5,53.846,3.7,27.3
arch,C5A4R5,Q8AAD6,29.412,5.0,27.3
arch,C5A4R5,Q59509,22.973,5.4,26.9
arch,C5A4R5,A9AXJ1,35.714,6.0,27.3
arch,C5A4R5,Q7MT94,28.767,6.1,26.9
arch,C5A4R5,A5UY13,26.923,6.2,27.3
arch,C5A4R5,B0SZT0,50.0,6.4,26.9
arch,C5A4R5,Q3J9F3,35.417,7.0,26.9
arch,C5A4R5,A9KSS0,47.826,7.5,26.9
arch,C5A5S2,C1AAD9,40.58,8.469999999999999e-60,192.0
arch,C5A5S2,Q5WGC3,35.016,6.76e-54,176.0
arch,C5A5S2,Q2S0L2,37.319,2.63e-50,167.0
arch,C5A5S2,Q2FY67,33.333,8.529999999999999e-48,160.0
arch,C5A5S2,C0ZBP8,36.996,3.17e-47,159.0
arch,C5A5S2,B1YLU8,35.273,1.49e-44,152.0
arch,C5A5S2,B9E6P2,30.565,1.2400000000000001e-43,149.0
arch,C5A5S2,Q9Z9F6,32.18,2.4500000000000003e-43,149.0
arch,C5A5S2,O07896,30.303,1.43e-42,147.0
arch,C5A5S2,Q8DKE4,33.866,1.84e-41,146.0
arch,C5A5S2,B3WE54,31.273,6.26e-40,140.0
arch,C5A5S2,Q04EZ9,31.818,8.27e-39,137.0
arch,C5A5S2,Q8DT90,31.169,1.2899999999999999e-38,136.0
arch,C5A5S2,Q89NF8,34.106,7.2e-38,134.0
arch,C5A5S2,Q97IQ6,31.544,1.5200000000000002e-37,134.0
arch,C5A5S2,A8MGK0,35.889,1.99e-37,134.0
arch,C5A5S2,A1U2M9,30.864,8.04e-37,132.0
arch,C5A5S2,A9KSU3,31.818,1.97e-36,130.0
arch,C5A5S2,Q11TT4,30.64,6.2e-35,127.0
arch,C5A5S2,Q47PQ7,33.333,2.1399999999999997e-34,125.0
arch,C5A5S2,B9KYQ3,30.714,1.87e-33,123.0
arch,C5A5S2,B6IRV8,29.348,5.2400000000000005e-33,122.0
arch,C5A5S2,O51696,30.325,6.4e-33,122.0
arch,C5A5S2,Q1IA50,30.634,1.15e-30,115.0
arch,C5A5S2,Q89ZN1,28.115,1.03e-24,99.8
arch,C5A5S2,A6WFU4,31.092,1.98e-24,99.0
arch,C5A5S2,A4T2G4,27.273,1.13e-15,73.9
arch,C5A5S2,Q9RXP0,23.385,1.08e-06,47.4
arch,C5A5S2,Q72JJ7,24.684,0.003,37.4
arch,C5A5S2,Q87F06,26.471,0.87,29.3
arch,C5A5S2,M4MR97,25.806,0.92,29.3
arch,C5A5S2,A9WD25,30.233,0.95,28.9
arch,C5A5S2,Q2RNS6,27.473,3.1,27.3
arch,C5A5S2,P54122,26.042,3.8,27.3
arch,C5A5S2,A1WSK3,43.75,4.9,26.9
arch,C5A5S2,P47385,25.843,5.0,26.9
arch,C5A5S2,C1FAE8,34.375,5.9,26.6
arch,C5A5S2,Q04FB7,34.483,7.7,26.2
arch,C5A5S2,Q9PEM6,41.667,9.2,25.8
arch,C5A6M8,Q2S1H7,45.113,8.620000000000001e-59,186.0
arch,C5A6M8,Q39VS1,42.586,5.59e-55,176.0
arch,C5A6M8,Q2LUH7,39.015,7.93e-53,171.0
arch,C5A6M8,Q1D402,41.87,2.3699999999999998e-52,169.0
arch,C5A6M8,A9B1D4,42.045,2.78e-51,166.0
arch,C5A6M8,A6TRH0,39.544,6.270000000000001e-51,165.0
arch,C5A6M8,B2A4J5,38.889,2.31e-49,161.0
arch,C5A6M8,Q8RA90,39.844,3.7e-49,161.0
arch,C5A6M8,B0TAY4,36.364,2.99e-48,159.0
arch,C5A6M8,B2UU78,34.601,1.01e-47,157.0
arch,C5A6M8,A5F9D9,36.26,4.57e-46,153.0
arch,C5A6M8,B8CWH0,37.6,9.17e-46,152.0
arch,C5A6M8,A7HLM0,37.165,3.55e-45,150.0
arch,C5A6M8,A0M5L6,38.956,4.7599999999999996e-45,150.0
arch,C5A6M8,A7HXK5,37.023,1.26e-44,150.0
arch,C5A6M8,A6Q9V0,37.218,1.65e-44,149.0
arch,C5A6M8,Q3ATV8,37.209,1.7500000000000001e-44,149.0
arch,C5A6M8,Q9RRT8,39.464,3.52e-44,148.0
arch,C5A6M8,Q1ATN8,41.154,7.35e-44,147.0
arch,C5A6M8,B8FC91,39.689,2.8100000000000003e-43,145.0
arch,C5A6M8,Q67NP4,40.23,4.03e-43,145.0
arch,C5A6M8,A5FR64,39.407,3.07e-42,143.0
arch,C5A6M8,A5GUT4,37.991,3.68e-42,143.0
arch,C5A6M8,Q53W92,38.618,8.18e-42,142.0
arch,C5A6M8,B8FYS8,36.015,1.7e-41,141.0
arch,C5A6M8,Q7UKT6,35.6,1.14e-39,136.0
arch,C5A6M8,Q7VN28,37.405,2.03e-38,133.0
arch,C5A6M8,Q899M5,33.603,3.2e-38,132.0
arch,C5A6M8,C1A8T7,36.576,5.82e-38,132.0
arch,C5A6M8,A1KUT0,34.118,7.56e-38,131.0
arch,C5A6M8,B1XPE2,36.638,7.72e-38,132.0
arch,C5A6M8,Q5QUC6,35.249,1.6600000000000001e-37,130.0
arch,C5A6M8,B2VA83,34.677,1.17e-35,126.0
arch,C5A6M8,Q1MQB1,33.083,1.3400000000000002e-35,125.0
arch,C5A6M8,A3M7F7,34.211,1.6800000000000002e-35,125.0
arch,C5A6M8,Q2RTH6,35.0,7.23e-35,124.0
arch,C5A6M8,A9GFF6,35.496,7.33e-35,124.0
arch,C5A6M8,B8DN39,35.521,7.440000000000001e-35,124.0
arch,C5A6M8,A8ZXL1,35.409,8.020000000000001e-35,124.0
arch,C5A6M8,Q8A0L8,34.677,1.77e-34,123.0
arch,C5A6M8,Q1QD10,34.361,1.27e-32,118.0
arch,C5A6M8,A7H578,33.716,2.68e-32,117.0
arch,C5A6M8,A1AXG6,35.341,3.07e-32,117.0
arch,C5A6M8,A1VQF4,34.091,6.660000000000001e-32,116.0
arch,C5A6M8,A6LS61,35.0,3.83e-30,111.0
arch,C5A6M8,B2RH81,31.801,5.24e-29,108.0
arch,C5A6M8,Q6MCW1,30.739,9.75e-29,108.0
arch,C5A6M8,Q04Q98,30.943,2e-28,107.0
arch,C5A6M8,A5EY39,32.453,4.29e-28,106.0
arch,C5A6M8,Q5NNV1,31.343,7.41e-28,105.0
arch,C5A7A4,A5CZ78,41.59,8.44e-78,240.0
arch,C5A7A4,B0K625,38.329,4.46e-74,231.0
arch,C5A7A4,B8I5V1,34.93,4.29e-72,226.0
arch,C5A7A4,Q11VM5,36.812,6.58e-67,212.0
arch,C5A7A4,B4U9L1,34.67,7.859999999999999e-67,212.0
arch,C5A7A4,Q3AD52,37.87,8.029999999999999e-67,212.0
arch,C5A7A4,A5FR29,37.69,2.35e-65,208.0
arch,C5A7A4,Q2SBJ7,34.985,1.22e-64,207.0
arch,C5A7A4,A0PXP5,35.043,5.56e-63,202.0
arch,C5A7A4,O67857,38.329,3.3299999999999997e-62,200.0
arch,C5A7A4,A0M287,35.53,7.59e-62,199.0
arch,C5A7A4,A5N7Q7,34.67,1.6299999999999998e-60,196.0
arch,C5A7A4,B8FP20,36.858,1.9e-60,196.0
arch,C5A7A4,Q5QWQ9,34.943,1.1e-58,191.0
arch,C5A7A4,Q9X0D0,37.092,1.3200000000000001e-58,190.0
arch,C5A7A4,Q3ARM7,36.103,1.56e-58,191.0
arch,C5A7A4,Q9RRM7,34.203,4.85e-57,187.0
arch,C5A7A4,A7NFV2,38.739,8.99e-57,186.0
arch,C5A7A4,Q7NL03,38.957,3.16e-56,184.0
arch,C5A7A4,Q31GD4,33.735,1.2e-53,178.0
arch,C5A7A4,Q2JTG5,35.549,1.31e-53,178.0
arch,C5A7A4,P55683,36.667,1.86e-53,178.0
arch,C5A7A4,A4TKK4,32.194,4.98e-52,174.0
arch,C5A7A4,B0U3B2,33.426,6.3999999999999995e-52,174.0
arch,C5A7A4,Q311Z4,34.615,9.129999999999999e-52,174.0
arch,C5A7A4,Q2LST8,35.112,1.85e-51,172.0
arch,C5A7A4,Q8XV80,34.097,1.54e-50,170.0
arch,C5A7A4,Q4FSH2,37.798,1.81e-50,170.0
arch,C5A7A4,A1KV06,34.94,3.48e-50,169.0
arch,C5A7A4,A5CVR5,31.471,8.04e-50,168.0
arch,C5A7A4,Q5WX92,33.754,1.8700000000000002e-49,167.0
arch,C5A7A4,P73807,30.294,5.5e-49,166.0
arch,C5A7A4,Q2Y6Y6,34.043,1.22e-48,166.0
arch,C5A7A4,Q8YMG7,33.235,1.52e-48,165.0
arch,C5A7A4,Q1R089,34.043,1.9699999999999998e-48,164.0
arch,C5A7A4,Q6AQK2,33.333,4.7599999999999995e-48,164.0
arch,C5A7A4,Q84I52,31.728,2.59e-47,161.0
arch,C5A7A4,B0TY45,31.653,3.0999999999999997e-46,159.0
arch,C5A7A4,A7HCR6,35.644,5.3299999999999996e-46,158.0
arch,C5A7A4,Q47XB7,30.12,1.62e-45,157.0
arch,C5A7A4,B7GHJ8,32.67,2.2299999999999998e-45,157.0
arch,C5A7A4,Q8EQB9,30.084,2.4299999999999998e-45,156.0
arch,C5A7A4,Q3AAT6,35.294,3.7299999999999995e-45,156.0
arch,C5A7A4,A3CNT7,31.818,1.18e-44,154.0
arch,C5A7A4,P60998,31.454,1.23e-44,155.0
arch,C5A7A4,Q8YV89,31.118,1.59e-44,154.0
arch,C5A7A4,Q5ZU10,32.229,2.1e-44,154.0
arch,C5A7A4,B9DK21,33.642,2.35e-44,154.0
arch,C5A7A4,Q28TL1,32.036,2.57e-43,151.0
arch,C5A7A4,B2UPR9,33.148,2.7700000000000003e-43,151.0
arch,C5A7J1,B9KZ42,44.191,9.38e-123,362.0
arch,C5A7J1,A5IKK8,42.825,7.8e-116,345.0
arch,C5A7J1,B5YFB8,41.189,1.61e-114,342.0
arch,C5A7J1,Q6ARJ7,39.866,8.76e-113,337.0
arch,C5A7J1,Q6G930,41.818,4.63e-112,335.0
arch,C5A7J1,B5EAW7,42.282,6.1299999999999996e-111,332.0
arch,C5A7J1,Q6MEJ2,41.002,3.38e-105,318.0
arch,C5A7J1,B4SE02,41.216,4.15e-105,317.0
arch,C5A7J1,O67193,40.807,4.89e-105,317.0
arch,C5A7J1,A5V9T6,42.451,2.1699999999999998e-104,316.0
arch,C5A7J1,Q02BS4,40.94,4.539999999999999e-104,315.0
arch,C5A7J1,B5Y9D4,42.627,6.81e-104,314.0
arch,C5A7J1,A9FQM4,39.246,5.64e-102,310.0
arch,C5A7J1,Q0AVH8,39.352,1.05e-98,301.0
arch,C5A7J1,Q3SMB8,40.359,7.15e-98,299.0
arch,C5A7J1,B1GYV7,38.307,8.72e-93,286.0
arch,C5A7J1,B8GN14,25.727,8.18e-14,71.2
arch,C5A7J1,Q818M5,26.087,5.97e-13,68.6
arch,C5A7J1,Q9A354,28.175,1.56e-08,54.7
arch,C5A7J1,O67740,25.628,7.56e-06,46.2
arch,C5A7J1,A8EYH9,22.619,0.005,37.0
arch,C5A7J1,Q55793,26.891,0.12,32.7
arch,C5A7J1,Q2T6R3,31.461,1.6,29.3
arch,C5A7J1,B2UQD6,32.0,1.8,28.1
arch,C5A7J1,O83623,24.39,2.2,28.5
arch,C5A7J1,Q4L971,45.833,2.3,26.2
arch,C5A7J1,B9DK21,27.711,2.4,28.5
arch,C5A7J1,Q04PU0,32.5,2.8,26.9
arch,C5A7J1,A2C2A5,37.931,4.9,26.9
arch,C5A7J1,Q0AWG2,23.585,5.2,26.9
arch,C5A7J1,A5D3H8,47.619,5.5,26.9
arch,C5ZZZ3,Q9RRC4,39.144,5.7399999999999994e-136,409.0
arch,C5ZZZ3,Q5SM45,39.286,7.049999999999999e-119,364.0
arch,C5ZZZ3,A5N8F9,32.273,1.18e-80,264.0
arch,C5ZZZ3,A9WEH7,29.612,2.1800000000000002e-73,244.0
arch,C5ZZZ3,Q8RG14,30.846,6.74e-70,235.0
arch,C5ZZZ3,Q73P28,30.831,6.54e-66,225.0
arch,C5ZZZ3,A6KZA8,29.895,1.62e-63,219.0
arch,C5ZZZ3,Q04FF6,29.412,8.72e-63,216.0
arch,C5ZZZ3,B1YFI1,28.439,3.1e-61,211.0
arch,C5ZZZ3,A4ITM9,29.032,2.11e-56,198.0
arch,C5ZZZ3,B0RXM6,28.351,1.0299999999999999e-55,196.0
arch,C5ZZZ3,B3EQ83,26.911,1.44e-55,196.0
arch,C5ZZZ3,A9KH27,28.326,1.64e-55,197.0
arch,C5ZZZ3,A5IN82,28.615,2.0999999999999998e-55,195.0
arch,C5ZZZ3,Q2S3W3,27.356,1.86e-54,193.0
arch,C5ZZZ3,Q6A5X8,25.98,4.75e-54,192.0
arch,C5ZZZ3,B5RME6,27.95,2.01e-53,191.0
arch,C5ZZZ3,A3DGS4,28.356,8.94e-53,188.0
arch,C5ZZZ3,Q67TI9,26.453,8.67e-52,186.0
arch,C5ZZZ3,A5FQ65,28.481,3.32e-51,184.0
arch,C5ZZZ3,Q6MLI2,27.287,2.36e-50,182.0
arch,C5ZZZ3,A1VEG5,27.607,7.87e-50,180.0
arch,C5ZZZ3,A5EXU4,27.031,7.459999999999999e-48,175.0
arch,C5ZZZ3,Q7NDF6,28.368,3.29e-45,168.0
arch,C5ZZZ3,A8L3U5,26.087,3.46e-45,167.0
arch,C5ZZZ3,A7HCP4,27.924,6.37e-45,167.0
arch,C5ZZZ3,Q6MEP4,28.084,1e-44,166.0
arch,C5ZZZ3,Q6AJJ9,26.848,1.49e-44,165.0
arch,C5ZZZ3,Q1LS94,26.562,4e-44,165.0
arch,C5ZZZ3,Q6KIG6,28.433,6.98e-44,163.0
arch,C5ZZZ3,O67068,30.0,9.66e-44,163.0
arch,C5ZZZ3,B1AIR8,25.96,1.52e-43,162.0
arch,C5ZZZ3,Q0AFN4,26.261,2.61e-43,162.0
arch,C5ZZZ3,A6VDH2,25.0,9.260000000000001e-43,160.0
arch,C5ZZZ3,B9JEG3,27.162,2.71e-42,159.0
arch,C5ZZZ3,Q5FQ54,26.852,5.64e-41,155.0
arch,C5ZZZ3,Q7V493,25.75,6.48e-39,150.0
arch,C5ZZZ3,Q7NC67,27.061,2.61e-38,147.0
arch,C5ZZZ3,C4ZD15,25.692,7.730000000000001e-37,143.0
arch,C5ZZZ3,Q4A900,27.697,2.8300000000000002e-36,141.0
arch,C5ZZZ3,B0T019,24.496,8.22e-36,140.0
arch,C5ZZZ3,B3PM19,26.504,1.92e-35,139.0
arch,C5ZZZ3,Q2GEZ6,23.238,1.03e-34,137.0
arch,C5ZZZ3,A0L5I2,32.836,2.08e-34,136.0
arch,C5ZZZ3,Q8EVF2,25.972,2.2e-34,136.0
arch,C5ZZZ3,Q7VQX7,25.564,2.65e-34,135.0
arch,C5ZZZ3,A0Q5D7,25.723,2.6799999999999997e-34,135.0
arch,C5ZZZ3,B2KD56,25.714,2.1300000000000002e-33,132.0
arch,C5ZZZ3,B1VTB7,26.045,3.41e-33,132.0
arch,C5ZZZ3,Q0BYP8,25.806,8.790000000000001e-33,131.0
arch,C6A236,P94282,37.014,1.82e-99,307.0
arch,C6A236,B2S4L0,35.382,4.32e-99,307.0
arch,C6A236,Q8RHB4,28.571,2.4299999999999998e-34,130.0
arch,C6A236,B9E766,28.041,3.44e-33,127.0
arch,C6A236,P27001,31.667,4.21e-32,124.0
arch,C6A236,Q2SSA0,30.282,1.0800000000000001e-31,123.0
arch,C6A236,Q7UP75,31.25,1.41e-31,122.0
arch,C6A236,C4ZBJ4,29.795,1.1100000000000001e-29,117.0
arch,C6A236,Q319M1,30.712,1.9100000000000002e-29,116.0
arch,C6A236,Q4FQ65,27.798,3.8e-27,110.0
arch,C6A236,Q1D6E0,27.778,3.87e-26,107.0
arch,C6A236,Q47N75,27.147,3.98e-26,107.0
arch,C6A236,A5US42,28.261,4.9600000000000003e-26,107.0
arch,C6A236,Q6MMJ2,26.812,7.17e-26,106.0
arch,C6A236,C1A492,29.391,8.19e-26,106.0
arch,C6A236,B7GTP9,28.214,1.07e-25,106.0
arch,C6A236,A9BFH2,27.2,1.94e-25,105.0
arch,C6A236,A5VT73,28.053,2.39e-25,105.0
arch,C6A236,Q68WW2,27.536,3.85e-25,104.0
arch,C6A236,Q8D3B6,26.277,5.14e-25,103.0
arch,C6A236,C5CUU6,26.062,1.06e-24,103.0
arch,C6A236,Q83GS9,26.95,2.47e-24,102.0
arch,C6A236,Q5PBV2,27.076,5.2299999999999995e-24,101.0
arch,C6A236,Q7VR67,26.103,9.979999999999999e-24,100.0
arch,C6A236,Q6MDC0,24.457,1.13e-23,100.0
arch,C6A236,Q7VK64,28.676,1.92e-23,99.4
arch,C6A236,B1AJ99,26.25,2.3099999999999999e-23,99.0
arch,C6A236,A9GN91,27.778,3.7699999999999994e-23,98.6
arch,C6A236,B0SBK8,26.736,4.6999999999999995e-23,98.2
arch,C6A236,Q3APW3,25.965,5.29e-23,98.2
arch,C6A236,O84843,28.261,1.0300000000000001e-22,97.4
arch,C6A236,B1VA93,22.5,2.99e-20,90.1
arch,C6A236,Q7W7C7,26.25,1.03e-18,85.5
arch,C6A236,A6L2I3,26.721,1.85e-18,84.7
arch,C6A236,P47436,30.508,1.96e-18,84.7
arch,C6A236,Q8EUJ8,24.232,2.89e-17,81.3
arch,C6A236,Q7NBB8,24.315,1.96e-16,78.6
arch,C6A236,Q2P100,25.564,0.23,32.3
arch,C6A236,B6IRV8,42.5,0.4,31.2
arch,C6A236,C0QFI0,32.727,0.68,30.4
arch,C6A236,Q892X7,25.0,0.91,30.0
arch,C6A236,Q7V1J8,24.752,0.92,30.0
arch,C6A236,A1WX32,36.364,1.1,29.3
arch,C6A236,A2BQW5,28.571,1.3,29.3
arch,C6A236,B2UUV2,30.667,1.6,29.3
arch,C6A236,B2RJY1,25.301,1.8,29.3
arch,C6A236,B9L131,29.032,1.8,29.3
arch,C6A236,O67258,26.0,2.6,28.5
arch,C6A236,B8D2C6,25.0,3.1,28.1
arch,C6A236,A8ESW7,22.222,3.3,28.5
arch,C6A382,P0AFH0,41.667,4.33e-14,64.7
arch,C6A382,P44687,38.202,7.73e-12,58.9
arch,C6A382,P0A697,41.975,2.25e-10,54.7
arch,C6A382,Q55081,25.843,0.14,30.4
arch,C6A382,P26506,54.167,0.38,29.3
arch,C6A382,A7Z3A9,34.483,1.4,27.3
arch,C6A382,P77935,59.091,1.8,26.9
arch,C6A382,B5YL10,35.556,2.0,26.9
arch,C6A382,Q7UN00,34.694,3.8,25.8
arch,C6A382,Q6MML0,26.471,7.8,25.0
arch,C6A382,Q98QB0,26.506,8.1,25.0
arch,C6A4A3,B8E0R9,45.964,1.2000000000000001e-129,380.0
arch,C6A4A3,Q6MRK1,39.374,6.37e-113,337.0
arch,C6A4A3,B7KCF5,38.462,6.580000000000001e-109,327.0
arch,C6A4A3,A1BHA5,40.225,1.92e-108,326.0
arch,C6A4A3,Q1IZU9,38.646,2.78e-107,323.0
arch,C6A4A3,B5Y8D8,39.229,2.53e-106,320.0
arch,C6A4A3,B9L131,38.375,4.9e-106,320.0
arch,C6A4A3,Q04GM3,36.771,7.36e-99,301.0
arch,C6A4A3,B2GGG9,37.719,1.2999999999999999e-98,300.0
arch,C6A4A3,B2S3N6,38.053,2.04e-98,300.0
arch,C6A4A3,Q7UXX6,38.964,8.08e-97,296.0
arch,C6A4A3,Q2S1G4,35.281,1.09e-94,290.0
arch,C6A4A3,A9KFP4,34.842,1.5599999999999998e-94,290.0
arch,C6A4A3,Q8EW01,36.404,4.56e-93,286.0
arch,C6A4A3,B4UFJ8,36.123,1.12e-92,285.0
arch,C6A4A3,B3DX68,38.288,2.5799999999999998e-89,276.0
arch,C6A4A3,B8ELG9,36.797,4.32e-87,271.0
arch,C6A4A3,B3PNG9,34.475,4.69e-87,270.0
arch,C6A4A3,Q5PAH7,36.526,9.27e-87,270.0
arch,C6A4A3,Q8D265,36.424,3.0800000000000003e-86,268.0
arch,C6A4A3,Q7VW08,33.623,3.6000000000000004e-86,269.0
arch,C6A4A3,B0B8V5,35.65,4.8600000000000005e-86,268.0
arch,C6A4A3,Q2SR32,35.463,1.17e-85,267.0
arch,C6A4A3,Q2NIJ4,33.333,2.86e-85,266.0
arch,C6A4A3,Q7M9J5,34.444,5.61e-85,265.0
arch,C6A4A3,Q04WE1,35.973,1.98e-84,263.0
arch,C6A4A3,B8GX53,32.049,2.52e-84,265.0
arch,C6A4A3,A1B4S2,34.59,5.65e-82,258.0
arch,C6A4A3,A5CDU5,34.444,4.25e-81,255.0
arch,C6A4A3,P75107,33.184,3.98e-79,250.0
arch,C6A4A3,Q4FM02,32.957,3.29e-78,247.0
arch,C6A4A3,Q7VR39,33.002,1.96e-74,238.0
arch,C6A4A3,Q7NBP5,22.277,0.000861,39.7
arch,C6A4A3,Q6M9L0,21.528,0.002,38.9
arch,C6A4A3,Q1IST4,19.9,0.003,38.1
arch,C6A4A3,Q4A5S0,24.675,0.011,36.2
arch,C6A4A3,Q67LA3,21.805,0.011,36.2
arch,C6A4A3,Q30S93,19.868,0.017,35.4
arch,C6A4A3,A9BHF0,20.179,0.017,35.4
arch,C6A4A3,P47525,24.365,0.037,34.3
arch,C6A4A3,A2BPZ0,21.849,0.067,33.5
arch,C6A4A3,B2TIT5,21.875,0.076,33.5
arch,C6A4A3,Q9RUW4,25.11,0.1,33.1
arch,C6A4A3,P39821,28.421,0.17,32.3
arch,C6A4A3,Q8EUW7,22.165,0.18,32.3
arch,C6A4A3,O51363,23.478,0.41,31.2
arch,C6A4A3,Q73KJ8,19.681,0.71,30.4
arch,C6A4A3,Q74C76,24.658,0.82,30.0
arch,C6A4A3,Q5WCP8,33.871,0.93,30.0
arch,C6A4A3,Q2W3D5,24.138,0.94,30.0
arch,C7NZH8,Q04W40,38.727,8.44e-83,256.0
arch,C7NZH8,Q2Y7L8,40.263,1.45e-78,246.0
arch,C7NZH8,C4ZAX1,39.844,3.3500000000000003e-77,242.0
arch,C7NZH8,A7HZN6,37.067,1.55e-71,227.0
arch,C7NZH8,A5FS06,35.544,3.39e-71,226.0
arch,C7NZH8,Q7MV04,41.892,1.2e-69,222.0
arch,C7NZH8,E3PV41,34.409,1.02e-64,209.0
arch,C7NZH8,C7PC56,35.372,2.27e-64,207.0
arch,C7NZH8,Q255H5,36.898,1.89e-61,201.0
arch,C7NZH8,Q30XS4,39.005,8.47e-61,199.0
arch,C7NZH8,Q6MHP7,33.6,9.35e-61,198.0
arch,C7NZH8,A3DDD8,36.776,1.56e-59,197.0
arch,C7NZH8,E0TIQ1,30.108,1.13e-56,188.0
arch,C7NZH8,Q73NM0,33.835,4.77e-54,181.0
arch,C7NZH8,C8WAF3,30.233,1.22e-49,170.0
arch,C7NZH8,Q7NFY1,31.061,7.379999999999999e-42,150.0
arch,C7NZH8,B1GZT3,31.806,2.86e-41,148.0
arch,C7NZH8,B1L9E3,30.163,4.29e-41,147.0
arch,C7NZH8,A8MH14,29.301,9.12e-39,141.0
arch,C7NZH8,B1HTD1,30.123,2.61e-37,137.0
arch,C7NZH8,B8FQ92,30.053,2.07e-36,135.0
arch,C7NZH8,Q0AZJ3,27.407,5.35e-36,134.0
arch,C7NZH8,Q1IIL2,29.457,7.54e-36,134.0
arch,C7NZH8,A4XKJ4,28.01,9.43e-36,133.0
arch,C7NZH8,B0K3V6,28.351,2.76e-35,131.0
arch,C7NZH8,B3QMJ7,29.765,4.5e-33,126.0
arch,C7NZH8,Q892J3,29.395,6.810000000000001e-33,125.0
arch,C7NZH8,Q4JVG0,28.861,1.5800000000000002e-31,122.0
arch,C7NZH8,Q7UPN5,30.446,1.9300000000000002e-29,116.0
arch,C7NZH8,A7H6S8,30.079,1.15e-26,108.0
arch,C7NZH8,Q2S0W2,32.028,7.38e-22,94.7
arch,C7NZH8,A9KE95,31.25,0.071,33.1
arch,C7NZH8,O67305,28.889,0.15,32.0
arch,C7NZH8,C5CC42,32.927,1.7,28.5
arch,C7NZH8,Q3AAH3,26.667,4.2,26.6
arch,C7NZH8,Q3A4N8,29.032,5.6,27.3
arch,C7NZH8,Q47IK9,29.268,7.3,26.9
arch,C7NZH8,Q3SFK3,29.787,8.0,26.9
arch,D0KQM8,P31434,25.129,1.83e-51,189.0
arch,D0KQM8,Q97H93,24.638,0.11,32.3
arch,D0KQM8,Q7VP41,24.224,0.7,30.8
arch,D0KQM8,B2UU89,32.653,1.6,29.6
arch,D0KQM8,P47418,27.273,2.5,28.9
arch,D0KQM8,Q2P5R1,36.364,2.6,28.9
arch,D0KQM8,Q5FUR8,32.353,3.1,28.9
arch,D0KQM8,P59118,28.916,3.4,28.5
arch,D0KQM8,E1R5X1,26.374,3.6,28.9
arch,D0KQM8,Q9PR21,28.571,4.5,28.5
arch,D0KQM8,Q3A4N8,25.806,4.6,28.5
arch,D0KQM8,C1A8T0,35.849,5.3,28.1
arch,D0KQM8,B2UBQ0,30.909,5.4,28.1
arch,D0KQM8,A8FEM3,56.522,5.6,28.1
arch,D0KQM8,Q59509,20.29,7.2,27.3
arch,D0KQM8,Q9PQM4,30.769,7.5,27.7
arch,D3E0R7,D1BMT0,43.651,2.36e-66,204.0
arch,D3E0R7,D3G0V0,36.965,1.8399999999999997e-52,169.0
arch,D3E0R7,Q70JY7,35.827,2.13e-51,167.0
arch,D3E0R7,P22822,40.079,1.4299999999999999e-46,154.0
arch,D3E0R7,C9RPK4,36.842,1.05e-44,149.0
arch,D3E0R7,Q6NGW9,37.2,4.1900000000000004e-43,145.0
arch,D3E0R7,Q3A3Z7,35.424,3.11e-42,143.0
arch,D3E0R7,B5YK86,36.22,1.95e-40,137.0
arch,D3E0R7,C0QSH0,35.659,2.37e-37,130.0
arch,D3E0R7,D8KN09,31.89,3.6100000000000003e-37,129.0
arch,D3E0R7,D3DK66,32.308,1.0600000000000001e-33,120.0
arch,D3E0R7,B8J3V1,31.225,1.83e-33,119.0
arch,D3E0R7,C1DW75,35.573,2.3000000000000002e-33,119.0
arch,D3E0R7,A5IVK3,37.008,5.53e-33,118.0
arch,D3E0R7,Q9CD55,25.641,1.2,28.5
arch,D3E0R7,C1A8T7,26.923,3.2,26.9
arch,D3E0R7,P44140,21.97,3.6,26.9
arch,D3E0R7,Q9F8I0,35.417,5.7,26.2
arch,D3E0R7,A5IAT1,26.786,5.8,26.2
arch,D3E0R7,B5Y8J7,47.619,9.1,25.8
arch,D3E0R7,Q8EUR6,31.579,9.7,25.8
arch,D3E4V5,B1I4M2,30.0,0.000281,35.0
arch,D3E4V5,Q4FPI1,26.471,1.6,25.4
arch,D3E4V5,B7KCF5,34.375,2.5,24.6
arch,D3E4V5,A8F453,31.373,4.8,24.3
arch,D3SQW0,Q9X024,28.906,1e-20,89.0
arch,D3SQW0,Q7UFW7,31.2,5.16e-20,85.5
arch,D3SQW0,P31806,28.682,1.36e-17,79.7
